iconoclastic,adjective: defying tradition or convention,"Jackson Pollack was an iconoclastic artist, totally breaking with tradition by splashing paint on a blank canvas."
ignoble,adjective: dishonorable,"In the 1920s, the World Series was rigged--an ignoble act which baseball took decades to recover from."
ignominious,adjective: (used of conduct or character) deserving or bringing disgrace or shame,"Since the politician preached ethics and morality, his texting of revealing photographs was ignominious, bringing shame on both himself and his party."
illicit,adjective: contrary to or forbidden by law,"Though Al Capone was engaged in many illicit activities, he was finally arrested for income tax evasion, a relatively minor offense."
impartial,adjective: free from undue bias or preconceived opinions,The judge was not impartial since he had been bribed by the witness's family.
impermeable,adjective: does not allow fluids to pass through,"The sand bags placed on the river formed an impermeable barrier, protecting the town from flooding."
implausible,adjective: describing a statement that is not believable,The teacher found it implausible that the student was late to school because he had been kidnapped by outlaws on horseback.
implicate,"verb: convey a meaning; implyverb: to indicate in wrongdoing, usually a crime","By saying that some of the guests were uncomfortable, the manager implicated to the hotel staff that it needed to be more dilligent.The crime boss was implicated for a long list of crimes, ranging from murder to disturbing the peace."
implicate,"verb: convey a meaning; implyverb: to indicate in wrongdoing, usually a crime","By saying that some of the guests were uncomfortable, the manager implicated to the hotel staff that it needed to be more dilligent.The crime boss was implicated for a long list of crimes, ranging from murder to disturbing the peace."
imponderable,adjective: impossible to estimate or figure out,"According to many lawmakers, the huge variety of factors affecting society make devising an efficient healthcare system an imponderable task."
importuned,verb: beg persistently and urgently,"After weeks of importuning the star to meet for a five-minute interview, the journalist finally got what she wanted."
impregnable,adjective: immune to attack; incapable of being tampered with,"As a child, Amy would build pillow castles and pretend they were impregnable fotresses."
improvident,adjective: not given careful consideration,"Marty was improvident, never putting money aside for the future but spending it on decorating the interior of his home."
impute,verb: attribute (responsibility or fault) to something,He imputed his subpar performance on the test to a combination of stress and poor sleep.
inanity,noun: total lack of meaning or ideas,"Bill's poem was nothing more than a list of impressive sounding words, so there was no point in trying to take meaning from the inanity."
inarticulate,adjective: without or deprived of the use of speech or words,"Although a brilliant economist, Professor Black was completely inarticulate, a terrible lecturer."
incisive,adjective: having or demonstrating ability to recognize or draw fine distinctions,"The lawyer had an incisive mind, able in a flash to dissect a hopelessly tangled issue and isolate the essential laws at play."
incongruous,adjective: lacking in harmony or compatibility or appropriateness,The vast economic inequality of modern society is incongruous with America's ideals.
indifference,noun: the trait of seeming not to care,"In an effort to fight indifference, the president of the college introduced a new, stricter grading system."
indignant,adjective: feeling anger over a perceived injustice,"When the cyclist swerved into traffic, it forced the driver to brake and elicited an indignant shout of ""Hey, punk, watch where you're going!"""
inequity,noun: injustice by virtue of not conforming with rules or standards,"After decades of racial inequity, the ""separate but equal"" doctrine was successfully overturned."
inflammatory,"adjective: extremely controversial, incendiary",It only takes one person to leave an inflammatory comment on an Internet thread for that thread to blow up into pages upon pages of reader indignation.
inscrutable,adjective: not easily understood; unfathomable,His speech was so dense and confusing that many in the audience found it inscrutable.
insidious,adjective: working in a subtle but destructive way,"Plaque is insidious: we cannot see it, but each day it eats away at our enamel, causing cavities and other dental problems."
insolvent,adjective: unable to pay one's bills; bankrupt,"With credit card bills skyrocketing, a shockingly large number of Americans are truly insolvent."
insouciance,noun: lack of concern,"Surprisingly, Hank had become a high-powered CEO; his high school friends remembered him as ""Hanky Panky"", who shrugged off each failed class with insouciance."
insufferable,"adjective: intolerable, difficult to endure","Chester always tried to find some area in which he excelled above others; unsurprisingly, his co-workers found him insufferable and chose to exclude him from daily luncheons out."
internecine,adjective: (of conflict) within a group or organization,"The guerilla group, which had become so powerful as to own the state police, was finally destroyed by an internecine conflict."
intimation,noun: an indirect suggestion,"At first the hostess tried intimation, praising the benefits of cutlery; when Cecil continued eating with his hands, the hostess told him to use a fork at dinner."
inviolable,"adjective: never to be broken, infringed, or dishonored",To many the grass at Wimbledon is inviolable and only greater tennis players are able to enjoy a game there.
inviolate,adjective: must be kept sacred,"While the literary critic subjected most of the classics to the harshest reviews, he regarded Cervantes as inviolate, and had nothing but praise for him."
involved,"adjective: complicated, and difficult to comprehend",The physics lecture became so involved that the undergraduate’s eyes glazed over.
irrefutable,adjective: impossible to deny or disprove,The existence of life on earth is irrefutable; the existence of intelligent life on earth is still hotly debated.
irresolute,adjective: uncertain how to act or proceed,"He stood irresolute at the split in the trail, not sure which route would lead back to the camp."
irrevocable,adjective: incapable of being retracted or revoked,"Once you enter your plea to the court, it is irrevocable so think carefully about what you will say."
itinerant,adjective: traveling from place to place to work,"Doctors used to be itinerant, traveling between patients' homes."
jingoism,noun: fanatical patriotism,North Korea maintains intense control over its population through a combination of jingoism and cult of personality.
junta,noun: an aggressive takeover by a group (usually military),"As dangerous of a threat as North Korea is, some analysts believe that were a junta suddenly to gain power, it could be even more unpredictable and bellicose than the current leadership"
juxtapose,verb: place side by side,The appeal of her paintings comes from a classical style which is juxtaposed with modern themes.
kowtow,verb: to bow or act in a subservient manner,Paul kowtowed to his boss so often the boss herself became nauseated by his sycophancy.
label,"noun: a name or phrase given to a group of things to identify them (often negative)verb: to give a label to something","The meaning of the label """"punk"""" has changed greatly in the last 30 years.Children are often unkind and label others who look different as outsiders."
lambast,verb: criticize severely or angrily,"Showing no patience, the manager utterly lambasted the sales team that lost the big account."
largess,noun: extreme generosity and giving,"Uncle Frank was known for his largess, so his nephew was sad when he did not receive a present for his birthday."
lascivious,adjective: lecherous; sexually perverted,"Lolita is a challenging novel for many, not necessarily because of the elevated prose style but because of the depravity of the main character, Humbert Humbert, who, as an old, lascivious man, falls in love with a girl."
laudable,adjective: worthy of high praise,To say that Gandhi's actions were laudable is the greatest understatement; he overthrew an empire without violence.
litany,noun: any long and tedious account of something,"Mr. Rogers spoke to a Senate committee and did not give a litany of reasons to keep funding the program, but instead, appealed to the basic human decency of all present."
machinate,"verb: engage in plotting or enter into a conspiracy, swear together",The rebels met at night in an abandoned barn to machinate.
magisterial,adjective: offensively self-assured or given to exercising unwarranted power,"Though she was only a third grade teacher, Ms. Martinet was magisterial in dealing with her class, lording over them like a queen."
magnanimous,"adjective: noble and generous in spirit, especially towards a rival or someone less powerful",He was a great sportsman: in defeat he was complementary and in victory he was magnanimous.
maintain,verb: to assert,The scientist maintained that the extinction of dinosaurs was most likely brought about by a drastic change in climate.
malady,noun: a disease or sickness,The town was struck by a malady throughout the winter that left most people sick in bed for two weeks.
malapropism,noun: the confusion of a word with another word that sounds similar,"Whenever I looked glum, my mother would offer to share ""an amusing antidote"" with me—an endearing malapropism of ""anecdote"" that never failed to cheer me up."
malfeasance,adjective: misconduct or wrongdoing (especially by a public official),"Not even the mayor’s trademark pearly-toothed grin could save him from charges of malfeasance: while in power, he’d been running an illegal gambling rink in the room behind his office."
malingerer,noun: someone shirking their duty by pretending to be sick or incapacitated,"At one time, our country was full of hardworking respectful people, but now it seems that everyone is a malingerer with little inclination to work."
martial,adjective: suggesting war or military life,"Americans tend to remember Abraham Lincoln as kindly and wise, not at all martial, despite the fact that he was involved in the fiercest war America has even fought."
maunder,"verb: wander aimlesslyverb: speak (about unimportant matters) rapidly and incessantly","Max liked to maunder down by the seaside and pick up whatever sea shells he would stumble upon.After drinking two espressos each, the animated couple would maunder loudly, annoying the other patrons in the coffee shop."
maxim,noun: a short saying expressing a general truth,Johnson initially suggests that the secret to business can be summarized in a single maxim but then requires a 300-page book to explain exactly what he means.
melancholy,"noun: a deep, long-lasting sadness",Hamlet is a figure of tremendous melancholy: he doesn't have a truly cheerful scene throughout the entire play.
melee,"noun: a wild, confusing fight or struggle","After enduring daily taunts about my name, I became enraged and pummeled the schoolyard bully and his sycophantic friends in a brutal melee."
mendacity,noun: the tendency to be untruthful,I can forgive her for her mendacity but only because she is a child and is seeing what she can get away with.
mendicant,noun: a pauper who lives by begging,"Tolstoy was an aristocrat, but he strove to understand the Christianity of the Russian peasants by wandering among them as a mendicant."
mesmerize,verb: to spellbind or enthrall,"The plot and the characters were so well developed that many viewers were mesmerized, unable to move their eyes from the screen for even a single second."
mettlesome,adjective: filled with courage or valor,"For its raid on the Bin Laden’s compound in Abbottabad, Seal Team Six has become, for many Americans, the embodiment of mettle."
mettlesome,adjective: filled with courage or valor,"For its raid on the Bin Laden’s compound in Abbottabad, Seal Team Six has become, for many Americans, the embodiment of mettle."
misanthrope,noun: a hater of mankind,"Kevin is such a misanthrope that he refused to attend the Christmas party, claiming that everyone's happiness was ""fake"" and ""annoying."""
misattribute,verb: To erroneously attribute; to falsely ascribe; used especially of authorship.,"I made a mistake; I misattributed ""Crime and Punishment"" to Leo Tolstoy when it was actually written by Fyodor Dostoyevsky."
miser,noun: a person who doesn't like to spend money (because they are greedy),"Monte was no miser, but was simply frugal, wisely spending the little that he earned."
misogynist,noun: a person who dislikes women in particular,"Many have accused Hemingway of being a quiet misogynist, but recently unearthed letters argue against this belief."
moment,noun: significant and important value,"Despite the initial hullabaloo, the play was of no great moment in Hampton’s writing career, and within a few years the public quickly forgot his foray into theater arts."
moot,adjective: open to argument or debate; undecidable in a meaningless or irrelevant way,"Since the Board just terminated Steve as the CEO, what the finance committe might have thought of his proposed marketing plan for next year is now a moot point."
morph,verb: To undergo dramatic change in a seamless and barely noticeable fashion.,The earnestness of the daytime talk shows of the 1970's has morphed into something far more sensational and vulgar: today guests actually standup and threaten to take swings at one another.
mulct,verb: to defraud or swindle,"The so-called magical diet cure simply ended up mulcting Maria out of hundreds of dollars, but did nothing for her weight."
muted,"adjective: softened, subdued","Helen preferred muted earth colors, such as green and brown, to the bright pinks and red her sister liked."
negligible,adjective: so small as to be meaningless; insignificant,"The GRE tests cumulative knowledge, so if you cram the night before it is, at best, likely to only have a negligible impact on your score."
nettlesome,adjective: causing irritation or annoyance,"Maria found her coworker's cell phone nettlesome, because every few minutes it would buzz to life with another text message."
nonplussed,verb: unsure how to act or respond,Shirley was totally nonplussed when the angry motorist cut her off and then stuck his finger out the window.
objurgate,verb: express strong disapproval of,The manager spent an hour objurgating the employee in the hopes that he would not make these mistakes again.
obtain,"adjective: be valid, applicable, or true","The custom of waiting your turn in line does not obtain in some countries, in which many people try to rush to front of the line at the same time."
opulence,noun: wealth as evidenced by sumptuous living,"Russian oligarchs are famous for their opulence, living in fancy homes and dining on expensive cavier."
ornate,adjective: marked by elaborate rhetoric and elaborated with decorative details,The ornate Victorian and Edwardian homes spread throughout San Francisco are my favorite part of the city.
overweening,adjective: arrogant; presumptuous,Mark was so convinced of his basketball skills that in his overweening pride he could not fathom that his name was not on the varsity list; he walked up to the basketball coach and told her she had forgotten to add his name.
palimpsest,noun: something that has been changed numerous times but on which traces of former iterations can still be seen,"The downtown was a palimpsest of the city’s checkered past: a new Starbucks had opened up next to an abandoned, shuttered building, and a freshly asphalted road was inches away from a pothole large enough to swallow a small dog."
paradoxical,adjective: seemingly contradictory but nonetheless possibly true,"That light could be both a particle and a wave seems paradoxical, but nonetheless, it is true."
parochial,adjective: narrowly restricted in scope or outlook,"Jasmine was sad to admit it, but her fledgling relationship with Jacob did not work out because his culinary tastes were simply tooparochial; ""After all,"" she quipped on her blog, ""he considered Chef Boyardee ethnic food."""
parvenu,"noun: a person who has suddenly become wealthy, but not socially accepted as part of a higher class",The theater was full of parvenus who each thought that they were surrounded by true aristocrats.
pastoral,adjective: relating to the countryside in a pleasant sense,Those who imagine America's countryside as a pastoral region are often disappointed to learn that much of rural U.S. is filled with cornfields extending as far as the eye can see.
pecuniary,adjective: relating to or involving money,The defendent was found guilty and had to serve a period of community service as well as pay pecuniary damages to the client.
pedantic,adjective: marked by a narrow focus on or display of learning especially its trivial aspects,"Professor Thompson was regarded as an expert in his field, but his lectures were utterly pedantic, focused on rigorous details of the most trivial conventions in the field."
peevish,adjective: easily irritated or annoyed,"Our office manager is peevish, so the rest of us tip-toe around him, hoping not to set off another one of his fits."
penurious,"adjective: lacking money; pooradjective: miserly","Truly penurious, Mary had nothing more than a jar full of pennies.Warren Buffett, famous multi-billionaire, still drives a cheap sedan, not because he is penurious, but because luxury cars are gaudy and impractical."
perceive,"verb: to be aware of, to sense or feel","If hunters are skilled, the animals will not perceive their presence."
percipient,adjective: highly perceptive,Even the most percipient editor will make an occasional error when proofreading.
perennial,adjective: lasting an indefinitely long time; eternal; everlasting,"Even at the old-timers games, Stan Musial would get the loudest cheer: he was a perennial favorite of the fans there."
perpetuate,verb: cause to continue,"If you do not let him do things for himself, you are merely perpetuating bad habits that will be even harder to break in the future."
phantasmagorical,adjective: illusive; unreal,"Those suffering from malaria fall into a feverish sleep, their world a whirligig of phantasmagoria; if they recover, they are unsure of what actually took place and what was simply a product of their febrile imaginations."
picayune,adjective: trifling or petty (a person),"English teachers are notorious for being picayune; however, the English language is so nuanced and sophisticated that often such teachers are not being contrary but are only adhering to the rules."
pith,noun: the most essential part of something,"When Cynthia hears a speaker presenting a complex argument, she is always able to discard the irrelevant details and extract the pith of what the speaker is trying to convey."
plodding,adjective: (of movement) slow and laborious,"Charlie may seem to run at a plodding pace, but he is an ultramarathoner, meaning he runs distances of up to 100 miles, and can run for ten hours at a stretch."
ploy,noun: a clever plan to turn a situation to one's advantage,"Dennis arranged an elaborate ploy, involving 14 different people lying for him in different situations, so that it could appear that he was meeting Mary completely by chance at the wedding reception."
plucky,adjective: marked by courage and determination,"Some scouts initially doubted Pedroia because of his short stature, but he is a plucky player, surprising everyone with his boundless energy and fierce determination."
poignant,adjective: emotionally touching,"After the Montagues and Capulets discover the dead bodies of Romeo and Juliet, in the play's most poignant moment, the two griefstricken familes agree to end their feud once and for all."
Pollyannaish,adjective: extremely optimistic,"Even in the midst of a lousy sales quarter, Debbie remained Pollyannaish, never losing her shrill voice and wide smile, even when prospective customers hung up on her."
powwow,noun: an informal meeting or discussion,"Before the team takes the field, the coach always calls for a powwow so that he can make sure all the players are mentally in the right place."
precocious,adjective: characterized by or characteristic of exceptionally early development or maturity (especially in mental aptitude),"Though only seven years old, she was a precocious chess prodigy, able to beat players twice her age."
preemptive,adjective: done before someone else can do it,"Just as Martha was about to take the only cookie left on the table, Noah preemptively swiped it."
presentiment,noun: a feeling of evil to come,"On the night that Lincoln would be fatally shot, his wife had a presentiment about going to Ford's Theater, but Lincoln persuaded her that everything would be fine."
presumption,"noun: an assumption that is taken for grantednoun: audacious (even arrogant) behavior that you have no right to","When Mr. Baker found out the family car was gone, he acted under the presumption that his rebellious son had taken the car, calling his son's phone and yelling at him; only later did Mr. Baker realize that Mrs. Baker had simply gone out to get her nails done.The new neighbor quickly gained a reputation for her presumption; she had invited herself to several neighbors' homes, often stopping over at inopportune times and asking for a drink."
primacy,noun: the state of being first in importance,"The primacy of Apple Computers is not guaranteed, as seen in the recent lawsuits and weak growth."
profuse,adjective: plentiful; pouring out in abundance,"During mile 20 of the Hawaii Marathon, Dwayne was sweating so profusely that he stopped to take off his shirt, and ran the remaining six miles wearing nothing more than skimpy shorts."
prognostication,noun: a statement made about the future,"When the Senator was asked about where the negotiations would lead, he said that any guess he could make would be an unreliable prognostication."
prolific,adjective: intellectually productive,"Schubert was the most prolific composer, producing hundreds of hours of music before he died at the age of 31."
prolixity,noun: boring verbosity,"I loved my grandfather dearly, but his prolixity would put me to sleep, regardless of the topic."
pugnacious,adjective: eager to fight or argue; verbally combative,"The comedian told one flat joke after another, and when the audience started booing, he pugnaciously spat back at them, “Hey, you think this is easy – why don’t you buffoons give it a shot ”"
puissant,adjective: powerful,"Over the years of service, and quite to his surprise, he became a puissant advisor to the community."
pyrrhic,adjective: describing a victory that comes at such a great cost that the victory is not worthwhile,George W. Bush’s win in the 2000 election was in many ways a pyrrhic victory: the circumstances of his win alienated half of the U.S. population.
qualm,noun: uneasiness about the fitness of an action,"While he could articulate no clear reason why Harkner's plan would fail, he neverless felt qualms about committing any resources to it."
quip,"noun: a witty saying or remarkverb: to make a witty remark, to say in jest","In one of the most famous quips about classical music, Mark Twain said: ""Wagner's music is better than it sounds.""When a old English teacher criticized Churchill for ending a sentence with a preposition, he quipped, ""This is the kind of criticism up with which we will not put!"""
quisling,noun: a traitor,History looks unfavorably upon quislings; indeed they are accorded about the same fondness as Nero—he who watched his city burn down while playing the violin.
raconteur,noun: a person skilled in telling anecdotes,"Jude is entertaining, but he is no raconteur: beyond the handful of amusing stories he has memorized, he has absolutely no spontaneous story-telling ability."
raft,noun: a large number of something,"Despite a raft of city ordinances passed by an overzealous council, noise pollution continued unabated in the megalopolis."
raillery,noun: light teasing,"The new recruit was not bothered by the raillery, finding most of it light-hearted and good-natured."
rarefied,verb: make more subtle or refined,Jack's vulgar jokes were not so successful in the rarefied environment of college professors.
rebuke,verb: criticize severely or angrily; censure,The police chief rebuked the two officers whose irresponsible decisions almost led to the deaths of seven innocent by-standers.
recapitulation,noun: a summary (think of recap),Every point of the professors lesson was so clear that the students felt his concluding recapitulation was not necessary.
recrimination,noun: mutual accusations,"The two brothers sat and cried, pointing fingers and making elaborate recriminations of the other's guilt"
recrudesce,verb: to break out or happen again,"After years of gamblers anonymous, Tony thought he'd broken his compulsive slot machine playing, but it took only one trip to the Atlantic City for a full recrudescence--he lost $5k on the one armed bandit."
redress,noun: an act of making something right,"Barry forgot his wife's birthday two years in a row, and was only able to redress his oversight by surprising his wife with a trip to Tahiti."
register,"verb: to put your name or other information in a list for something verb: to identify and show on a tool for measuring","If you'd like to buy a meal plan, you can register at the student affairs office. The bomb was so strong that far away weather balloons registered the heat."
relegate,verb: assign to a lower position,"When Dexter was unable to fulfill his basic duties, instead of firing him, the boss relegated him to kitchen cleanup."
remonstrate,verb: to make objections while pleading,"The mothers of the kidnapped victims remonstrated to the rogue government to release their children, claiming that the detention violated human rights."
reprisal,noun: a retaliatory action against an enemy in wartime,"The Old Testament doctrine of an eye for an eye is not the kind of retaliation practiced in war; rather, an arm, a leg, and both ears are the reprisal for the smallest scratch."
reservation,noun: an unstated doubt that prevents you from accepting something wholeheartedly,"I was initially excited by the idea of a trip to Washington, D.C. but now that I have read about the high crime statistics there, I have some reservations."
resignation,noun: the acceptance of something unpleasant that can't be avoided,"Since Jack could not think of a convincing reason why he had to miss the seminar, he attended it with a sense of resignation."
resolve,verb: reach a conclusion after a discussion or deliberation,"After much thought, Ted resolved not to travel abroad this summer because he didn't have much money in his bank account."
resource,"noun: some saved material that can be used for a purpose (especially money, anything used to make energy such as oil, or information sources such as books)","Many of the richest countries have surprisingly few natural resources and must buy oil or gas from other countries. Never forget to make use of the library during your studies; it's full of great resources."
resurgent,adjective: rising again as to new life and vigor,"The team sank to fourth place in June, but is now resurgent and about to win the division."
retiring,"adjective: to be shy, and to be inclined to retract from company","Nelson was always the first to leave soirees—rather than mill about with “fashionable” folk, he was retiring, and preferred the solitude of his garret."
reverent,adjective: feeling or showing profound respect or veneration,"The professor could speak objectively about the other composers, but he always lectured about Brahms with a particularly reverent air, unable to offer a single criticism of his compositions."
row,noun: an angry dispute,The Prime Minister looked very foolish after his row with the foreign dignitary was caught on video and posted on youtube.
sagacious,adjective: having good judgement and acute insight,"Steve Jobs is surely one of the most sagacious CEOs, making Apple the most recognizable and valuable companies in the world."
sangfroid,noun: calmness or poise in difficult situations,"The hostage negotiator exhibited a sangfroid that oftentimes was more menacing than the sword at his throat, or the gun at his head."
sardonic,adjective: disdainfully or ironically humorous; scornful and mocking,A stand-up comedian walks a fine line when making jokes about members of the audience; such fun and joking can quickly become sardonic and cutting.
schadenfreude,noun: joy from watching the suffering of others,"From his warm apartment window, Stanley reveled in schadenfreude as he laughed at the figures below, huddled together in the arctic chill."
scintillating,adjective: describes someone who is brilliant and lively,Richard Feynman was renowned for his scintillating lectures—the arcana of quantum physics was made lucid as he wrote animatedly on the chalkboard.
screed,noun: an abusive rant (often tedious),"Joey had difficulty hanging out with his former best friend Perry, who, during his entire cup of coffee, enumerated all of the government’s deficiencies--only to break ranks and launch into some screed against big business."
self-effacing,adjective: reluctant to draw attention to yourself,"The most admirable teachers and respected leaders are those who are self-effacing, directing attention and praise to their students and workers."
semblance,noun: an outward or token appearance or form that is deliberately misleading,"While the banker maintained a semblance of respectability in public, those who knew him well were familiar with his many crimes."
sententious,"adjective: to be moralizing, usually in a pompous sense","The old man, casting his nose up in the air at the group of adolescents, intoned sententiously, “Youth is wasted on the young.”"
sentimental,"adjective: effusively or insincerely emotional, especially in art, music, and literature",I don't like romanticism for the same reason I don't like melodramatic acting and soap operas—overly sentimental.
simulacrum,"noun: a representation of a person (especially in the form of sculpture)noun: a bad imitation","The Shanghai Urban Planning Exhibition Center showcases a simulacrum of all the present and approved buildings in the city of Shanghai.The early days of computer graphics made real people into a simulacrum that now seems comical."
slapdash,adjective: carelessly and hastily put together,"The office building had been constructed in a slapdash manner, so it did not surprise officials when, during a small earthquake, a large crack emerged on the fa ade of the building."
snide,adjective: expressive of contempt; derogatory or mocking in an indirect way,"The chairman interpreted Taylor's question about promotions as a snide remark, but in all innocence Taylor was trying to figure out the company's process."
solecism,noun: a socially awkward or tactless act,Mother Anna was always on guard against any solecism from her children and scolded them immediately if any of them talked out of place in public.
solicitude,noun: a feeling of excessive concern,"I walked to his house in the rain to make sure he had enough to eat while he was sick, but he seemed not to appreciate my solicitude."
splenetic,adjective: very irritable,"Ever since the car accident, Frank has been unable to walk without a cane, and so he has become splenetic and unpleasant to be around."
staid,adjective: characterized by dignity and propriety,"Frank came from a staid environment, so he was shocked that his college roommate sold narcotics."
start,verb: to suddenly move in a particular direction,"All alone in the mansion, Henrietta started when she heard a sound."
stem,verb: to hold back or limit the flow or growth of something,"To stem the tide of applications, the prestigious Ivy requires that each applicant score at least 330 on the Revised GRE."
stipend,noun: a regular allowance (of money),"He was hoping for a monthly allowance loan from the government, but after no such stipend was forthcoming he realized he would have to seek other means of paying for his college tuition."
subsume,"verb: contain or includeverb: consider (an instance of something) as part of a general rule or principle","The rogue wave quickly subsumed the pier and boardwalk, destroying everything in its path.Don Quixote of La Mancha subsumes all other modern novels, demonstrating modern literary devices and predating even the idea of a postmodern, metanarrative."
subversive,adjective: in opposition to a civil authority or government,"The ruling political party has begun a campaign to shut down subversive websites that it deems as a threat to ""national safety."""
telltale,adjective: revealing,"The many telltale signs of chronic smoking include yellow teeth, and a persistent, hacking cough."
temperance,noun: the trait of avoiding excesses,Welles wasn't known for his temperance--he usually ate enough for two and drank enough for three.
tempered,adjective: moderated in effect,The wide-eyed optimism of her youth was now tempered after she had worked many years in the criminal justice system.
thoroughgoing,adjective: very thorough; complete,"As a thoroughgoing bibliophile, one who had turned his house into a veritable library, he shocked his friends when he bought a Kindle."
thrifty,adjective: spending money wisely,"He was economical, spending his money thriftily and on items considered essential."
transmute,"verb: change or alter in form, appearance, or nature",One of the goals of alchemy was to find the substance or process that would transmute lead into gold.
tribulation,"noun: something, especially an event, that causes difficulty and suffering","As of 2013, nearly 1.5 million Syrians have fled their country hoping to escape the tribulations of a civil war tearing their country to pieces."
truculence,noun: defiant aggressiveness,"When the boss confronted Aaron about his earlier remarks, Aaron responded with utter truculence, simply throwing a glass of water in the boss' face and walking away."
uncompromising,adjective: not making concessions,"The relationship between Bart and Hilda ultimately failed because they were both so uncompromising, never wanting to change their opinions."
unconscionable,adjective: unreasonable; unscrupulous; excessive,"The lawyer’s demands were so unconscionable that rather than pay an exorbitant sum or submit himself to any other inconveniences, the defendant decided to find a new lawyer."
underwrite,verb: to support financially,The latest symphony broadcast was made possible with underwriting from the Carnegie Endowment.
unequivocal,adjective: admitting of no doubt or misunderstanding; having only one meaning or interpretation and leading to only one conclusion,"The President's first statement on the subject was vague and open to competing interpretations, so when he spoke to Congress about the same subject later, he was cafeful to make his position completely unequivocal."
unforthcoming,"adjective: uncooperative, not willing to give up information","The teacher demanded to know who broke the window while he was out of the room, but the students understandably were unforthcoming."
unnerve,verb: to make nervous or upset,"At one time unnerved by math problems, she began avidly “Magoosh-ing”, and soon became adept at even combinations and permutations questions."
unprecedented,adjective: having never been done or known before; novel,"When America first created its national parks, the idea of setting aside the most beautiful land in a country was unprecedented in the history of mankind."
unprepossessing,adjective: creating an unfavorable or neutral first impression,"World leaders coming to meet Gandhi would expect a towering sage, and often would be surprised by the unprepossessing little man dressed only in a loincloth and shawl."
unpropitious,adjective: (of a circumstance) with little chance of success,"With only a bottle of water and a sandwich, the hikers faced an unpropitious task: ascending a huge mountain that took most two days to climb."
unscrupulous,adjective: without scruples or principles,"In the courtroom, the lawyer was unscrupulous, using every manner of deceit and manipulation to secure a victory for himself."
unseemly,adjective: not in keeping with accepted standards of what is right or proper in polite society,"He acted in an unseemly manner, insulting the hostess and then speaking ill of her deceased husband."
unstinting,adjective: very generous,"Helen is unstinting with her time, often spending hours at the house of a sick friend."
untrammeled,adjective: not confined or limited,untrammeled inspired the American Revolution and was enshrined in the Declaration of Independence and the Constitution.
unviable,"adjective: not able to work, survive, or succeed (also spelled inviable).",The plan was obviously unviable considering that it lead to complete environmental destruction in the river valley.
vaunted,adjective: highly or widely praised or boasted about,"For years, they had heard of New York City's vaunted skyline, and when they finally saw it, the spectacular cityscape did not disappoint them in the least."
venality,noun: the condition of being susceptible to bribes or corruption,"Even some of the most sacred sporting events are not immune to venality, as many of the officials have received substantial bribes to make biased calls."
verisimilitude,noun: the appearance of truth,"All bad novels are bad for numerous reasons; all good novels are good for their verisimilitude of reality, placing the readers in a world that resembles the one they know."
vie,verb: compete for something,"While the other teams in the division actively vie for the championship, this team seems content simply to go through the motions of playing."
virago,noun: an ill-tempered or violent woman,Poor Billy was the victim of the virago’s invective—she railed at him for a good 30-minutes about how he is the scum of the earth for speaking loudly on his cellphone in public.
vitriol,noun: abusive or venomous language used to express blame or bitter deep-seated ill will,His vitriol spewed forth from a deep-seated racism that consumed his whole life.
volubility,noun: the quality of talking or writing easily and continuously,The professor's volubility knows no bounds; he could talk through a hurricane and elaborate a point from one St. Patrick's Day to the next.
wanton,"adjective: without check or limitation; showing no moral restraints to one's anger, desire, or appetites","Due to wanton behavior and crude language, the drunk man was thrown out of the bar and asked to never return."
zeitgeist,noun: spirit of the times,Each decade has its own zeitgeist—the 1990’s was a prosperous time in which the promise of the American Dream never seemed more palpable.
